original address,latitude,longitude
"677 CHURCH STREET, MARIETTA, GA",33.9676989,-84.5501099
"4700 WATERS AVENUE, SAVANNAH, GA",32.0318516,-81.0915792
"915 GORDON AVENUE & MIMOSA DRIVE, THOMASVILLE, GA",30.8261438,-83.9739317
"2260 WRIGHTSBORO RD, AUGUSTA, GA",33.467675,-82.0180659
"70 MEDICAL CENTER DRIVE, COMMERCE, GA",34.2187742,-83.4690585
"541 HISTORIC HIGHWAY 441-NORTH, DEMOREST, GA",34.565098,-83.5451724
"600 W MEMORIAL DR, DALLAS, GA",33.919293,-84.852243
"11705 MERCY BOULEVARD, SAVANNAH, GA",31.98515,-81.154752
"126 HIGHWAY 280 W, AMERICUS, GA",32.0651276,-84.2525982
"316 NORTH BROAD STREET, WINDER, GA",34.008731,-83.709768
"330 ALCOVY STREET, MONROE, GA",33.783339,-83.717086
"707 OLD DALTON ELLIJAY ROAD, PO BOX 1406, CHATSWORTH, GA",34.7776806,-84.7865582
"35 HOSPITAL ROAD, BLAIRSVILLE, GA",34.8854676,-83.9623066
"304 TURNER MCCALL BLVD P O BOX 233, ROME, GA",34.2604499,-85.1804629
"138 W GIBSON STREET,  P O BOX 280, HARTWELL, GA",34.3461682,-82.9396701
"710 CENTER ST BOX 951, COLUMBUS, GA",32.4609764,-84.9877094
"1601 WATSON BOULEVARD, WARNER ROBINS, GA",32.616417,-83.630651
"163 E TOLLISON STREET, BAXLEY, GA",31.76996,-82.3501424
"200 PERRY HOUSE ROAD, BOX 1447, FITZGERALD, GA",31.7149082,-83.2526545
"1199 PRINCE AVENUE, ATHENS, GA",33.961174,-83.398318
"1499 FAIR ROAD, STATESBORO, GA",32.414409,-81.770256
"2701 N DECATUR ROAD, DECATUR, GA",33.789556,-84.2807686
"550 PEACHTREE ST NE, ATLANTA, GA",33.7680976,-84.386158
"80 JESSE HILL, JR DRIVE SE, ATLANTA, GA",33.7520535,-84.3827158
"5665 PEACHTREE DUNWOODY ROAD, ATLANTA, GA",33.9087725,-84.3517955
"1968 PEACHTREE RD NW, ATLANTA, GA",33.8100254,-84.395679
"610 SPARTA ROAD, SANDERSVILLE, GA",32.9962148,-82.8057018
"1000 MEDICAL CENTER BOULEVARD, LAWRENCEVILLE, GA",33.9635082,-84.0176866
"1101 OCILLA ROAD, DOUGLAS, GA",31.5095916,-82.8634606
"1412 MILSTEAD AVENUE, NE, CONYERS, GA",33.680723,-84.002
"901 GRIFFIN AVE, EASTMAN, GA",32.1855837,-83.1787381
"901 E 18TH STREET, TIFTON, GA",31.4706884,-83.5047315
"1067 PEACHTREE ST, LOUISVILLE, GA",33.0091334,-82.4044482
"706 N PARRISH, ADEL, GA",31.1447952,-83.4250855
"902 7TH STREET NORTH, CORDELE, GA",31.9768279,-83.7828016
"3131 THOMASVILLE HWY BOX 40, MOULTRIE, GA",31.179908,-83.7890631
"777 HEMLOCK STREET, MACON, GA",32.8304053,-83.6347623
"117 KITE ROAD, SWAINSBORO, GA",32.5936122,-82.347051
"521 HILL STREET, SW, THOMSON, GA",33.460568,-82.508154
"1221 EAST MCPHERSON STREET, NASHVILLE, GA",31.2038806,-83.2391434
"351 LIBERTY ST, WAYNESBORO, GA",33.0833197,-82.0115342
"303 PARKWAY DR NE, ATLANTA, GA",33.763718,-84.373155
"1155 5TH STREET, SE, CAIRO, GA",30.8635871,-84.2002979
"2501 NORTH PATTERSON STREET, PO BOX 1727, VALDOSTA, GA",30.8625,-83.2863
"865 SOUTH FIRST STREET, JESUP, GA",31.6020007,-81.8917178
"200 INDUSTRIAL BOULEVARD, DUBLIN, GA",32.5402485,-82.957456
"ONE MEADOWS PARKWAY, VIDALIA, GA",32.2090345,-82.3758517
"2122 MANCHESTER EXPRESSWAY, COLUMBUS, GA",32.5067896,-84.9593342
"1500 E SHOTWELL STREET, BAINBRIDGE, GA",30.9038182,-84.553549
"1297 MACON HIGHWAY, HAWKINSVILLE, GA",33.7270352,-83.4307407
"200 N RIVER STREET, CLAXTON, GA",32.1641326,-81.9004096
"3950 AUSTELL RD, AUSTELL, GA",33.856383,-84.6044634
"2000 DAN PROCTOR DRIVE, SAINT MARYS, GA",30.7813415,-81.6145141
"821 N COBB STREET  POST OFFICE BOX 690, MILLEDGEVILLE, GA",33.0801429,-83.2320991
"1120 MORNINGSIDE DR, PERRY, GA",32.45961,-83.709672
"1000 JOHNSON FERRY ROAD, NE, ATLANTA, GA",33.909033,-84.3541
"2000 PALMYRA RD BOX 1908, ALBANY, GA",31.5785074,-84.155741
"350 HOSPITAL DRIVE, MACON, GA",32.847047,-83.618235
"11 UPPER RIVERDALE ROAD, SW, RIVERDALE, GA",33.5784259,-84.3889689
"501 REDMOND ROAD, ROME, GA",34.277911,-85.195026
"3651 WHEELER ROAD, AUGUSTA, GA",33.482588,-82.09038
"3949 SOUTH COBB DRIVE, SMYRNA, GA",33.8577021,-84.5154184
"8954 HOSPITAL DRIVE, DOUGLASVILLE, GA",33.739384,-84.731108
"616 19TH STREET, COLUMBUS, GA",32.4808554,-84.9855246
"227 MOUNTAIN DR, DAHLONEGA, GA",34.5229691,-83.9757675
"2855 OLD HIGHWAY 5 NORTH, BLUE RIDGE, GA",34.917922,-84.373853
"509 SUMTER STREET, BOX 770, MONTEZUMA, GA",32.3051576,-84.0274072
"1133 EAGLE'S LANDING PARKWAY, STOCKBRIDGE, GA",33.5114449,-84.2219956
"1700 MEDICAL WAY, SNELLVILLE, GA",33.8768292,-84.0213615
"102 HOSPITAL CIR, DONALSONVILLE, GA",31.0509338,-84.8804095
"3000 HOSPITAL BOULEVARD, ROSWELL, GA",34.063343,-84.319755
"100 FRIST COURT, COLUMBUS, GA",32.5360677,-84.9546798
"400 CHARTER BOULEVARD, MACON, GA",32.8662546,-83.6942094
"1821 CLIFTON ROAD, NE, ATLANTA, GA",33.8050701,-84.3350697
"1362 SOUTH MAIN STREET, ELLIJAY, GA",34.6800953,-84.4927461
"3015 VETERANS PARKWAY, MOULTRIE, GA",31.1515703,-83.7631636
"4280 NORTH VALDOSTA ROAD, VALDOSTA, GA", 30.898161, -83.335002
"1255 HIGHWAY 54 WEST, FAYETTEVILLE, GA",33.452518,-84.506975
"1170 CLEVELAND AVENUE, EAST POINT, GA",33.68,-84.426847
"1266 HIGHWAY 515 SOUTH, JASPER, GA",34.445606,-84.448186
"2801 DEKALB MEDICAL PARKWAY, LITHONIA, GA",33.7036504,-84.1469748
"60 HOSPITAL ROAD, NEWNAN, GA",33.3911759,-84.8156278
"6325 HOSPITAL PARKWAY, JOHNS CREEK, GA",34.0667005,-84.1764319
"1301 PUNCHBOWL ST, HONOLULU, HI",21.3078043,-157.8550523
"221 MAHALANI STREET, WAILUKU, HI",20.884847,-156.489451
"128 LEHUA STREET, WAHIAWA, HI",21.498961,-158.026316
"1190 WAIANUENUE AVENUE, HILO, HI",19.7176138,-155.113275
"640 ULUKAHIKI ST, KAILUA, HI",21.3809454,-157.7575886
"347 NORTH KUAKINI STREET, HONOLULU, HI",21.3223936,-157.8566155
"2230 LILIHA STREET, HONOLULU, HI",21.328724,-157.8517919
"3288 MOANALUA RD, HONOLULU, HI",21.363393,-157.899511
"3-3420 KUHIO HIGHWAY, LIHUE, HI",21.9851353,-159.363877
"79-1019 HAUKAPILA STREET, KEALAKEKUA, HI",19.5196284,-155.9174365
"888 SO KING STREET, HONOLULU, HI",21.3022604,-157.8509171
"98-1079 MOANALUA ROAD, AIEA, HI",21.3832188,-157.9388014
"91-2141 FORT WEAVER ROAD, EWA BEACH, HI",21.3708048,-158.0274618
"67 1125 MAMALAHOA HIGHWAY, KAMUELA, HI",20.02021,-155.663433
"801 POLE LINE ROAD WEST, TWIN FALLS, ID",42.5907222,-114.496267
"415 SIXTH STREET, LEWISTON, ID",46.4166763,-117.0248544
"190 EAST BANNOCK STREET, BOISE, ID",43.6121827,-116.1923365
"1055 NORTH CURTIS ROAD, BOISE, ID",43.6127473,-116.253861
"1512 TWELFTH AVENUE ROAD, NAMPA, ID",43.5537439,-116.5726664
"1717 ARLINGTON STREET, CALDWELL, ID",43.655098,-116.693601
"3100 CHANNING WAY, IDAHO FALLS, ID",43.469869,-111.99208
"450 EAST MAIN STREET, REXBURG, ID",43.825512,-111.770711
"777 HOSPITAL WAY, POCATELLO, ID",42.8737429,-112.4208746
"2003 KOOTENAI HEALTH WAY, COEUR D'ALENE, ID",47.6955773,-116.7932108
"8800 WEST EMERALD STREET, BOISE, ID",43.612665,-116.290996
"2325 CORONADO STREET, IDAHO FALLS, ID",43.473992,-111.987711
"1593 EAST POLSTON AVENUE, POST FALLS, ID",47.7153594,-116.9247134
"210 WEST WALNUT STREET, CANTON, IL",40.553291,-90.0391194
"ONE MEMORIAL DRIVE, ALTON, IL",38.900721,-90.1603421
"333 N MADISON, JOLIET, IL",41.5295596,-88.1347285
"701 WEST NORTH AVE, MELROSE PARK, IL",41.91082,-87.8445069
"2650 RIDGE AVE, EVANSTON, IL",42.0654997,-87.6842835
"201 S 14TH ST, HERRIN, IL",37.8020631,-89.026503
"403 E 1ST ST, DIXON, IL",41.8442132,-89.4801082
"5409 N KNOXVILLE AVE, PEORIA, IL",40.7531828,-89.5932147
"BROADWAY AT 11TH STREET, QUINCY, IL",39.9356314,-91.3983317
"15TH STREET AT CALIFORNIA, CHICAGO, IL",41.8601109,-87.6957067
"200 S CEDAR ST, SHELBYVILLE, IL",39.4057166,-88.8071328
"111  SPRING STREET, STREATOR, IL",41.1142915,-88.8352463
"2000 OGDEN AVENUE, AURORA, IL",41.7293019,-88.2697644
"1425 NORTH RANDALL ROAD, ELGIN, IL",42.057036,-88.3412361
"503 N MAPLE STREET, EFFINGHAM, IL",39.126797,-88.550591
"400 NORTH PLEASANT AVENUE, CENTRALIA, IL",38.52908,-89.1160353
"695 N KELLOGG ST, GALESBURG, IL",40.9555981,-90.3661799
"100 EAST LEFEVRE ROAD, STERLING, IL",41.8016005,-89.6971385
"605 N 12TH STREET, MOUNT VERNON, IL",38.3229242,-88.910259
"2320 E 93RD ST, CHICAGO, IL",41.726357,-87.5672683
"3 ERIE COURT, OAK PARK, IL",41.8914105,-87.7761788
"9600 GROSS POINT ROAD, SKOKIE, IL",42.056241,-87.740119
"ST ANTHONY'S WAY, ALTON, IL",38.9078659,-90.1720666
"800 E CARPENTER ST, SPRINGFIELD, IL",39.8072593,-89.6449587
"3249 SOUTH OAK PARK AVENUE, BERWYN, IL",41.8319489,-87.7926596
"1600 W WALNUT ST, JACKSONVILLE, IL",39.7454689,-90.2604102
"400 MAPLE SUMMIT ROAD, JERSEYVILLE, IL",39.110403,-90.343118
"12251 SOUTH 80TH AVENUE, PALOS HEIGHTS, IL",41.6689986,-87.8141447
"520 S MAPLE AVE, OAK PARK, IL",41.878587,-87.8033729
"3333 NORTH SEMINARY, GALESBURG, IL",40.9881795,-90.3637448
"5101 S WILLOW SPRINGS RD, LA GRANGE, IL",41.7975292,-87.8883483
"530 NE GLEN OAK AVE, PEORIA, IL",40.702,-89.592218
"45 W 111TH STREET, CHICAGO, IL",41.693223,-87.624355
"5900 BOND AVENUE, CENTREVILLE, IL",38.5701929,-90.1064022
"355 RIDGE AVE, EVANSTON, IL",42.0257829,-87.683714
"4646 N MARINE DRIVE, CHICAGO, IL",41.9664324,-87.6493557
"645 SOUTH CENTRAL AVE, CHICAGO, IL",41.872586,-87.761809
"1324 NORTH SHERIDAN ROAD, WAUKEGAN, IL",42.378399,-87.8332889
"5841 SOUTH MARYLAND, CHICAGO, IL",41.7882916,-87.6048487
"525 EAST GRANT STREET, MACOMB, IL",40.4479137,-90.6657847
"611 WEST PARK STREET, URBANA, IL",40.11696,-88.215059
"812 N LOGAN, DANVILLE, IL",40.138105,-87.645686
"2875 WEST 19TH STREET, CHICAGO, IL",41.855272,-87.696822
"2520 ELISHA AVENUE, ZION, IL",42.4486151,-87.8271505
"150 W HIGH ST, MORRIS, IL",41.3689652,-88.4253675
"326 W 64TH ST, CHICAGO, IL",41.7781259,-87.6333003
"1100 EAST NORRIS DRIVE, OTTAWA, IL",41.3561011,-88.8239306
"1400 WEST PARK AVENUE, URBANA, IL",40.1173891,-88.2271374
"5145 N CALIFORNIA AVE, CHICAGO, IL",41.9753185,-87.6995773
"850 W IRVING PARK RD, CHICAGO, IL",41.9545295,-87.6522493
"4201 MEDICAL CENTER DRIVE, MCHENRY, IL",42.31832,-88.279202
"7435 W TALCOTT AVENUE, CHICAGO, IL",41.987434,-87.814404
"12935 S GREGORY, BLUE ISLAND, IL",41.657514,-87.677808
"1653 WEST CONGRESS PARKWAY, CHICAGO, IL",41.875057,-87.669117
"600 SOUTH 13TH STREET, PEKIN, IL",40.562106,-89.6331353
"120 NORTH OAK ST, HINSDALE, IL",41.8055484,-87.9205935
"1901 W HARRISON ST, CHICAGO, IL",41.873813,-87.67421
"2100 MADISON AVENUE, GRANITE CITY, IL",38.7014832,-90.1438174
"1304 FRANKLIN AVENUE, NORMAL, IL",40.4963905,-88.9910596
"660 N WESTMORELAND ROAD, LAKE FOREST, IL",42.2524413,-87.8652835
"2701 W 68TH STREET, CHICAGO, IL",41.7694563,-87.6923937
"2300 NORTH EDWARD STREET, DECATUR, IL",39.8664376,-88.9608983
"200 HEALTHCARE DR, GREENVILLE, IL",38.9024044,-89.4110868
"600 E 1ST ST, SPRING VALLEY, IL",41.3289214,-89.1930754
"9515 HOLY CROSS LN, BREESE, IL",38.626075,-89.523358
"800 EAST LOCUST, OLNEY, IL",38.7350506,-88.0770778
"701 N FIRST ST, SPRINGFIELD, IL",39.8085802,-89.6546146
"1740 WEST TAYLOR ST SUITE 1400, CHICAGO, IL",41.8692653,-87.6705187
"3240 W FRANKLIN BLVD, CHICAGO, IL",41.890064,-87.7075663
"500 W COURT ST, KANKAKEE, IL",41.120485,-87.87187
"2525 S MICHIGAN AVE, CHICAGO, IL",41.8463857,-87.6234453
"1045 WEST STEPHENSON STREET, FREEPORT, IL",42.2959245,-89.637734
"2500 WEST REYNOLDS STREET, PONTIAC, IL",40.8710476,-88.6795482
"2200 E WASHINGTON, BLOOMINGTON, IL",40.482536,-88.955192
"405 W JACKSON, CARBONDALE, IL",37.7278972,-89.2205767
"1800 E LAKE SHORE DR, DECATUR, IL",39.8265866,-88.9311888
"200 FAIRMAN STREET, WATSEKA, IL",40.7655333,-87.73265
"20201 S CRAWFORD AVENUE, OLYMPIA FIELDS, IL",41.522827,-87.711114
"1325 N HIGHLAND AVENUE, AURORA, IL",41.7856554,-88.3288608
"3701 DOTY ROAD, WOODSTOCK, IL",42.275973,-88.400195
"7531 S STONY ISLAND AVE, CHICAGO, IL",41.7556445,-87.585526
"2800 W 95TH ST, EVERGREEN PARK, IL",41.7209424,-87.692198
"2233 W DIVISION ST, CHICAGO, IL",41.904141,-87.682536
"8012 SOUTH CRANDON AVENUE, CHICAGO, IL",41.7497908,-87.5687672
"836 WEST WELLINGTON AVENUE, CHICAGO, IL",41.9363313,-87.6525749
"3333 W DE YOUNG, MARION, IL",37.7448909,-88.9953707
"4500 MEMORIAL DRIVE, BELLEVILLE, IL",38.550205,-90.021464
"350 N WALL ST, KANKAKEE, IL",41.12572,-87.885264
"211 S THIRD ST, BELLEVILLE, IL",38.510813,-89.990136
"1000 HEALTH CENTER DRIVE P O BOX 372, MATTOON, IL",39.4884941,-88.2758078
"ONE INGALLS DRIVE, HARVEY, IL",41.60837,-87.660982
"5025 N PAULINA STREET, CHICAGO, IL",41.9732605,-87.6709945
"155 EAST BRUSH HILL ROAD, ELMHURST, IL",41.863623,-87.9356704
"801 S MILWAUKEE AVE, LIBERTYVILLE, IL",42.274473,-87.957637
"1044 N FRANCISCO AVE, CHICAGO, IL",41.9007805,-87.6992777
"4440 W 95TH STREET, OAK LAWN, IL",41.7203086,-87.7324933
"221 N E GLEN OAK AVE, PEORIA, IL",40.700654,-89.59505
"100 DOCTOR WARREN TUTTLE DR, HARRISBURG, IL",37.7308956,-88.5248335
"300 RANDALL RD, GENEVA, IL",41.8856574,-88.3431137
"1900 SILVER CROSS BLVD, NEW LENOX, IL",41.544463,-87.983788
"77 N AIRLITE STREET, ELGIN, IL",42.0357569,-88.32575
"1775 DEMPSTER ST, PARK RIDGE, IL",42.0383674,-87.8481988
"2900 NORTH LAKE SHORE DRIVE, CHICAGO, IL",41.9341784,-87.6357937
"1401 EAST STATE STREET, ROCKFORD, IL",42.26584,-89.074276
"801 SOUTH WASHINGTON, NAPERVILLE, IL",41.761028,-88.154477
"5666 EAST STATE STREET, ROCKFORD, IL",42.266341,-89.008998
"925 WEST ST, PERU, IL",41.3287791,-89.1252001
"2400 NORTH ROCKTON AVENUE, ROCKFORD, IL",42.2984409,-89.098972
"1225 LAKE ST, MELROSE PARK, IL",41.8916604,-87.8483803
"25 NORTH WINFIELD ROAD, WINFIELD, IL",41.872551,-88.15703
"17800 S KEDZIE AVE, HAZEL CREST, IL",41.5672,-87.69566
"5645 W ADDISON, CHICAGO, IL",41.9455979,-87.768975
"800 W CENTRAL ROAD, ARLINGTON HEIGH, IL",42.0673229,-87.9936814
"800 W BIESTERFIELD RD, ELK GROVE VILLA, IL",42.0041306,-88.017454
"801 ILLINI DRIVE, SILVIS, IL",41.495809,-90.418714
"2160 S 1ST AVENUE, MAYWOOD, IL",41.8613509,-87.8340548
"2701 17TH ST, ROCK ISLAND, IL",41.481999,-90.571578
"251 E HURON ST, CHICAGO, IL",41.894459,-87.62222
"ONE KISH HOSPITAL DRIVE, DEKALB, IL",41.9618523,-88.7212974
"3815 HIGHLAND AVENUE, DOWNERS GROVE, IL",41.8179059,-88.009072
"6800 STATE ROUTE 162, MARYVILLE, IL",38.7381839,-89.9472811
"1555 N BARRINGTON RD, HOFFMAN ESTATES, IL",42.0526427,-88.1415466
"450 WEST HIGHWAY 22, BARRINGTON, IL",42.1951343,-88.1720395
"701 WINTHROP AVENUE, GLENDALE HEIGHT, IL",41.914654,-88.057238
"8 DOCTORS PARK ROAD, MOUNT VERNON, IL",38.3119837,-88.9351449
"500 E 51ST ST, CHICAGO, IL",41.8024886,-87.6135662
"159TH & CICERO AVENUE, OAK FOREST, IL",41.6031924,-87.7364803
"500 REMINGTON BOULEVARD, BOLINGBROOK, IL",41.6781406,-88.0869577
"1125 W JEFFERSON ST, FRANKLIN, IN",39.479401,-86.078643
"600 GRANT ST, GARY, IN",41.599703,-87.357552
"1501 HARTFORD ST, LAFAYETTE, IN",40.427479,-86.879462
"5454 HOHMAN AVE, HAMMOND, IN",41.615442,-87.522462
"1000 E MAIN ST, DANVILLE, IN",39.76255,-86.50165
"1007 LINCOLNWAY, LA PORTE, IN",41.61055,-86.725106
"3500 S LAFOUNTAIN ST, KOKOMO, IN",40.4466456,-86.1270708
"4321 FIR ST, EAST CHICAGO, IN",41.6346599,-87.449011
"1220 MISSOURI AVE, JEFFERSONVILLE, IN",38.281779,-85.749503
"1907 W SYCAMORE ST, KOKOMO, IN",40.4872024,-86.1554809
"441 N WABASH AVE, MARION, IN",40.5643545,-85.6657609
"5215 HOLY CROSS PKWY, MISHAWAKA, IN",41.7057513,-86.1729402
"301 W HOMER ST, MICHIGAN CITY, IN",41.7063905,-86.8993615
"7950 W JEFFERSON BLVD, FORT WAYNE, IN",41.0383289,-85.244639
"600 E BLVD, ELKHART, IN",41.7219681,-85.8970437
"11109 PARKVIEW PLAZA DRIVE, FORT WAYNE, IN",41.1841024,-85.0999992
"1710 LAFAYETTE RD, CRAWFORDSVILLE, IN",40.0646384,-86.9082111
"1606 N SEVENTH ST, TERRE HAUTE, IN",39.4851826,-87.4089324
"1001 W 10TH ST, INDIANAPOLIS, IN",39.7809106,-86.1762945
"200 HIGH PARK AVE, GOSHEN, IN",41.56341,-85.830526
"1000 N 16TH ST, NEW CASTLE, IN",39.943402,-85.3630575
"1600 ALBANY ST, BEECH GROVE, IN",39.724316,-86.100551
"1500 S LAKE PARK AVE, HOBART, IN",41.512655,-87.261252
"814 LAPORTE AVE, VALPARAISO, IN",41.4672895,-87.0513011
"801 N STATE ST, GREENFIELD, IN",39.794902,-85.767705
"2209 JOHN R WOODEN DR, MARTINSVILLE, IN",39.426276,-86.40515
"520 S 7TH ST, VINCENNES, IN",38.672928,-87.5326879
"1850 STATE ST, NEW ALBANY, IN",38.301947,-85.83409
"1316 E SEVENTH ST, AUBURN, IN",41.368804,-85.035119
"3901 S SEVENTH ST, TERRE HAUTE, IN",39.4196353,-87.4068618
"700 BROADWAY, FORT WAYNE, IN",41.0782049,-85.149364
"1100 REID PKWY, RICHMOND, IN",39.8640506,-84.8841271
"601 W SECOND ST, BLOOMINGTON, IN",39.1613682,-86.5392772
"1701 N SENATE BLVD, INDIANAPOLIS, IN",39.790088,-86.162601
"1201 HADLEY RD, MOORESVILLE, IN",39.607831,-86.35573
"615 N MICHIGAN ST, SOUTH BEND, IN",41.6832922,-86.2505011
"395 WESTFIELD RD, NOBLESVILLE, IN",40.045261,-86.022966
"1314 E WALNUT ST, WASHINGTON, IN",38.6586951,-87.1603192
"1941 VIRGINIA AVE, CONNERSVILLE, IN",39.6562569,-85.132653
"411 W TIPTON ST, SEYMOUR, IN",38.955423,-85.892232
"ONE KINGS DAUGHTERS DR, MADISON, IN",38.738579,-85.381364
"1101 MICHIGAN AVE, LOGANSPORT, IN",40.763244,-86.361619
"1500 N RITTER AVE, INDIANAPOLIS, IN",39.7870372,-86.0767333
"303 S MAIN ST, BLUFFTON, IN",40.737599,-85.1714653
"1915 LAKE AVE, PLYMOUTH, IN",41.332982,-86.333356
"600 MARY ST, EVANSVILLE, IN",37.98293,-87.5707196
"2001 W 86TH ST, INDIANAPOLIS, IN",39.910009,-86.1966038
"600 WILSON CREEK RD, LAWRENCEBURG, IN",39.111381,-84.8834278
"2015 JACKSON ST, ANDERSON, IN",40.095941,-85.681518
"2401 UNIVERSITY AVE, MUNCIE, IN",40.19679,-85.4157293
"24 JOLIET ST, DYER, IN",41.492224,-87.524288
"2001 STULTS RD, HUNTINGTON, IN",40.904909,-85.488213
"150 W WASHINGTON ST, SHELBYVILLE, IN",39.52494,-85.781127
"3700 WASHINGTON AVE, EVANSVILLE, IN",37.963202,-87.502922
"1260 E SR 205, COLUMBIA CITY, IN",41.158229,-85.4648969
"102 E CULVER RD, KNOX, IN",41.2881036,-86.6218868
"2605 N LEBANON ST, LEBANON, IN",40.0762,-86.4750559
"1701 S CREASY LN, LAFAYETTE, IN",40.394099,-86.835022
"2400 E 17TH ST, COLUMBUS, IN",39.215845,-85.8968285
"1515 N MADISON AVE, ANDERSON, IN",40.1299778,-85.6917109
"800 W 9TH ST, JASPER, IN",38.394992,-86.940895
"901 MACARTHUR BLVD, MUNSTER, IN",41.550651,-87.506187
"1201 S MAIN ST, CROWN POINT, IN",41.395765,-87.366888
"1402 E COUNTY LINE RD S, INDIANAPOLIS, IN",39.6365539,-86.132546
"3630 GUION RD, INDIANAPOLIS, IN",39.819985,-86.223628
"2101 E DUBOIS DR, WARSAW, IN",41.247864,-85.829274
"401 SAWYER RD, KENDALLVILLE, IN",41.448027,-85.295743
"2520 E DUPONT RD, FORT WAYNE, IN",41.174876,-85.10943
"10580 N MERIDIAN ST, INDIANAPOLIS, IN",39.9401693,-86.1597509
"8075 N SHADELAND AVE, INDIANAPOLIS, IN",39.902005,-86.044783
"13500 N MERIDIAN ST, CARMEL, IN",39.982751,-86.143426
"1111 N RONALD REAGAN PKWY, AVON, IN",39.780334,-86.339701
"8400 NORTHWEST BLVD, INDIANAPOLIS, IN",39.909975,-86.267384
"11700 N MERIDIAN ST, CARMEL, IN",39.959301,-86.1601632
"8111 S EMERSON AVE, INDIANAPOLIS, IN",39.649352,-86.079597
"2200  MARKET ST, CHARLESTOWN, IN",38.473918,-85.669971
"4011 S MONROE MEDICAL PARK BLVD, BLOOMINGTON, IN",39.1206938,-86.5719066
"701 SUPERIOR AVE, MUNSTER, IN",41.538216,-87.512311
"9301 CONNECTICUT DR, CROWN POINT, IN",41.448139,-87.32808
"11130 PARKVIEW CIRCLE DR, FORT WAYNE, IN",41.1897024,-85.0993969
"7952 W JEFFERSON BLVD, FT WAYNE, IN",41.0383078,-85.2446631
"7150 CLEARVISTA DR, INDIANAPOLIS, IN",39.9006049,-86.0421807
"4023 REAS LN, NEW ALBANY, IN",38.340123,-85.827992
"5165 MCCARTY LN, LAFAYETTE, IN",40.402961,-86.8088527
"4007 GATEWAY BLVD, NEWBURGH, IN",37.974807,-87.44457
"4601 MEDICAL PLAZA WAY, CLARKSVILLE, IN",38.3333599,-85.751648
"4455 EDISON LAKES PKWY, MISHAWAKA, IN",41.6996656,-86.1764664
"3 SOUTH 4TH AVENUE, MARSHALLTOWN, IA",42.0485524,-92.9062546
"311 SOUTH CLARK STREET, CARROLL, IA",42.05597,-94.8677149
"1600 MORGAN STREET, KEOKUK, IA",40.4069481,-91.3881962
"1518 MULBERRY AVENUE, MUSCATINE, IA",41.433128,-91.054128
"802 KENYON RD, FORT DODGE, IA",42.4938812,-94.1892634
"700 EAST UNIVERSITY AVENUE, DES MOINES, IA",41.6004317,-93.6108568
"800 MERCY DRIVE, COUNCIL BLUFFS, IA",41.268856,-95.839233
"500 E MARKET STREET, IOWA CITY, IA",41.664111,-91.528407
"1111 DUFF AVENUE, AMES, IA",42.033213,-93.611643
"204 NORTH 4TH AVENUE EAST, NEWTON, IA",41.7026306,-93.0551005
"1227 EAST RUSHOLME STREET, DAVENPORT, IA",41.541899,-90.556911
"515 COLLEGE STREET, CEDAR FALLS, IA",42.533955,-92.458382
"1026 A AVE NE, CEDAR RAPIDS, IA",41.985704,-91.660933
"933 EAST PIERCE STREET, COUNCIL BLUFFS, IA",41.2678567,-95.8350549
"1221 SOUTH GEAR AVENUE, WEST BURLINGTON, IA",40.8104793,-91.1702536
"200 HAWKINS DRIVE, IOWA CITY, IA",41.6609219,-91.5479994
"1000 FOURTH STREET SW, MASON CITY, IA",43.150633,-93.217178
"3421 WEST NINTH STREET, WATERLOO, IA",42.4641229,-92.3453932
"250 MERCY DRIVE, DUBUQUE, IA",42.492939,-90.6740891
"701 10TH STREET SE, CEDAR RAPIDS, IA",41.9786435,-91.6550687
"1410 NORTH 4TH STREET, CLINTON, IA",41.8614111,-90.1892084
"1200 PLEASANT STREET, DES MOINES, IA",41.588989,-93.633638
"1111 6TH AVE, DES MOINES, IA",41.598856,-93.623443
"1001 E PENNSYLVANIA, OTTUMWA, IA",41.027507,-92.389942
"1801 HICKMAN ROAD, DES MOINES, IA",41.6153407,-93.6431582
"4500 UTICA RIDGE ROAD, BETTENDORF, IA",41.565713,-90.519682
"1825 LOGAN AVENUE, WATERLOO, IA",42.526653,-92.339567
"1200 1ST AVENUE EAST, SPENCER, IA",43.149941,-95.143174
"350 NORTH GRANDVIEW AVENUE, DUBUQUE, IA",42.496318,-90.685874
"5445 AVE O, FORT MADISON, IA",40.6241907,-91.3823209
"2301 HIGHWAY 71, SPIRIT LAKE, IA",43.4225989,-95.1203737
"2720 STONE PARK BOULEVARD, SIOUX CITY, IA",42.5184617,-96.4058125
"210 FOURTH AVENUE, GRINNELL, IA",41.743246,-92.7344996
"801 5TH ST BOX #316B, SIOUX CITY, IA",42.4999942,-96.4003069
"1201 WEST 12TH AVENUE, EMPORIA, KS",38.411487,-96.195239
"1 MT CARMEL WAY, PITTSBURG, KS",37.379905,-94.6873873
"3500 SOUTH 4TH STREET, LEAVENWORTH, KS",39.2821811,-94.9036789
"800 W MYRTLE STREET, INDEPENDENCE, KS",37.2244597,-95.7162148
"400 SOUTH SANTA FE AVENUE, SALINA, KS",38.8332369,-97.610279
"2220 CANTERBURY DRIVE, HAYS, KS",38.8784748,-99.299234
"1301 S MAIN STREET, OTTAWA, KS",38.5972436,-95.268744
